Lap,Driver,Position,MCTS_Call,Confidence_Delta_Sec,Was_Computed,Total_Lap_Exec_Time
2,LAW,17,STAY OUT (TIRES FRESH),22.51,Yes,0.26
2,BOT,18,STAY OUT (TIRES FRESH),18.76,Yes,0.26
2,PER,19,STAY OUT (TIRES FRESH),22.28,Yes,0.26
2,STR,20,STAY OUT (TIRES FRESH),22.48,Yes,0.26
3,LEC,1,STAY OUT (TIRES FRESH),3.88,Yes,0.26
3,RUS,2,STAY OUT (TIRES FRESH),21.08,Yes,0.26
3,HAM,3,STAY OUT (TIRES FRESH),5.05,Yes,0.26
3,HAD,4,STAY OUT (TIRES FRESH),20.95,Yes,0.26
3,LIN,5,STAY OUT (TIRES FRESH),20.93,Yes,0.26
3,ANT,6,STAY OUT (TIRES FRESH),4.42,Yes,0.26
3,NOR,7,STAY OUT (TIRES FRESH),4.52,Yes,0.26
3,OCO,8,STAY OUT (TIRES FRESH),21.0,Yes,0.26
3,GAS,9,STAY OUT (TIRES FRESH),20.87,Yes,0.26
3,BOR,10,STAY OUT (TIRES FRESH),21.07,Yes,0.26
3,BEA,11,STAY OUT (TIRES FRESH),20.84,Yes,0.26
3,ALO,12,STAY OUT (TIRES FRESH),16.27,Yes,0.26
3,ALB,13,STAY OUT (TIRES FRESH),21.0,Yes,0.26
3,VER,14,STAY OUT (TIRES FRESH),17.33,Yes,0.26
3,SAI,15,STAY OUT (TIRES FRESH),16.47,Yes,0.26
3,COL,16,STAY OUT (TIRES FRESH),17.12,Yes,0.26
3,LAW,17,STAY OUT (TIRES FRESH),20.86,Yes,0.26
3,PER,18,STAY OUT (TIRES FRESH),20.73,Yes,0.26
3,BOT,19,STAY OUT (TIRES FRESH),16.6,Yes,0.26
3,STR,20,STAY OUT (TIRES FRESH),21.33,Yes,0.26
1,LEC,1,STAY OUT (TIRES FRESH),6.92,Yes,0.26
1,HUL,2,STAY OUT (TIRES FRESH),19.97,No,0.26
1,RUS,3,STAY OUT (TIRES FRESH),24.08,Yes,0.26
1,HAM,4,STAY OUT (TIRES FRESH),7.85,Yes,0.26
1,HAD,5,STAY OUT (TIRES FRESH),24.17,Yes,0.26
1,LIN,6,STAY OUT (TIRES FRESH),24.22,Yes,0.26
1,NOR,7,STAY OUT (TIRES FRESH),7.54,Yes,0.26
1,ANT,8,STAY OUT (TIRES FRESH),7.53,Yes,0.26
1,OCO,9,STAY OUT (TIRES FRESH),24.28,Yes,0.26
1,GAS,10,STAY OUT (TIRES FRESH),24.39,Yes,0.26
1,ALO,11,STAY OUT (TIRES FRESH),19.26,Yes,0.26
1,BOR,12,STAY OUT (TIRES FRESH),24.14,Yes,0.26
1,ALB,13,STAY OUT (TIRES FRESH),23.93,Yes,0.26
1,SAI,14,STAY OUT (TIRES FRESH),19.14,Yes,0.26
1,BEA,15,STAY OUT (TIRES FRESH),24.26,Yes,0.26
1,BOT,16,STAY OUT (TIRES FRESH),19.9,Yes,0.26
1,VER,17,STAY OUT (TIRES FRESH),20.28,Yes,0.26
1,COL,18,STAY OUT (TIRES FRESH),20.14,Yes,0.26
1,LAW,19,STAY OUT (TIRES FRESH),24.48,Yes,0.26
1,PER,20,STAY OUT (TIRES FRESH),24.12,Yes,0.26
1,STR,21,STAY OUT (TIRES FRESH),23.68,Yes,0.26
2,RUS,1,STAY OUT (TIRES FRESH),22.38,Yes,0.26
2,LEC,2,STAY OUT (TIRES FRESH),5.3,Yes,0.26
2,HAM,3,STAY OUT (TIRES FRESH),6.31,Yes,0.26
2,HAD,4,STAY OUT (TIRES FRESH),22.51,Yes,0.26
2,LIN,5,STAY OUT (TIRES FRESH),22.56,Yes,0.26
2,NOR,6,STAY OUT (TIRES FRESH),5.94,Yes,0.26
2,ANT,7,STAY OUT (TIRES FRESH),5.62,Yes,0.26
2,OCO,8,STAY OUT (TIRES FRESH),22.58,Yes,0.26
2,GAS,9,STAY OUT (TIRES FRESH),22.55,Yes,0.26
2,ALO,10,STAY OUT (TIRES FRESH),17.62,Yes,0.26
2,BOR,11,STAY OUT (TIRES FRESH),22.52,Yes,0.26
2,BEA,12,STAY OUT (TIRES FRESH),22.42,Yes,0.26
2,ALB,13,STAY OUT (TIRES FRESH),22.51,Yes,0.26
2,SAI,14,STAY OUT (TIRES FRESH),17.5,Yes,0.26
2,VER,15,STAY OUT (TIRES FRESH),18.78,Yes,0.26
2,COL,16,STAY OUT (TIRES FRESH),18.15,Yes,0.26
2,LAW,17,STAY OUT (TIRES FRESH),22.97,Yes,0.26
2,BOT,18,STAY OUT (TIRES FRESH),18.71,Yes,0.26
2,PER,19,STAY OUT (TIRES FRESH),22.74,Yes,0.26
2,STR,20,STAY OUT (TIRES FRESH),22.69,Yes,0.26
3,LEC,1,STAY OUT (TIRES FRESH),3.73,Yes,0.27
3,RUS,2,STAY OUT (TIRES FRESH),20.83,Yes,0.27
3,HAM,3,STAY OUT (TIRES FRESH),4.92,Yes,0.27
3,HAD,4,STAY OUT (TIRES FRESH),21.09,Yes,0.27
3,LIN,5,STAY OUT (TIRES FRESH),21.01,Yes,0.27
3,ANT,6,STAY OUT (TIRES FRESH),4.33,Yes,0.27
3,NOR,7,STAY OUT (TIRES FRESH),4.65,Yes,0.27
3,OCO,8,STAY OUT (TIRES FRESH),20.8,Yes,0.27
3,GAS,9,STAY OUT (TIRES FRESH),20.91,Yes,0.27
3,BOR,10,STAY OUT (TIRES FRESH),20.9,Yes,0.27
3,BEA,11,STAY OUT (TIRES FRESH),20.81,Yes,0.27
3,ALO,12,STAY OUT (TIRES FRESH),16.26,Yes,0.27
3,ALB,13,STAY OUT (TIRES FRESH),21.01,Yes,0.27
3,VER,14,STAY OUT (TIRES FRESH),17.43,Yes,0.27
3,SAI,15,STAY OUT (TIRES FRESH),16.26,Yes,0.27
3,COL,16,STAY OUT (TIRES FRESH),16.73,Yes,0.27
3,LAW,17,STAY OUT (TIRES FRESH),20.66,Yes,0.27
3,PER,18,STAY OUT (TIRES FRESH),21.15,Yes,0.27
3,BOT,19,STAY OUT (TIRES FRESH),16.78,Yes,0.27
3,STR,20,STAY OUT (TIRES FRESH),20.86,Yes,0.27
4,LEC,1,STAY OUT (TIRES FRESH),2.62,Yes,0.19
4,RUS,2,STAY OUT (TIRES FRESH),19.77,Yes,0.19
4,HAM,3,STAY OUT (TIRES FRESH),3.81,Yes,0.19
4,HAD,4,STAY OUT (TIRES FRESH),19.7,Yes,0.19
4,LIN,5,STAY OUT (TIRES FRESH),19.78,Yes,0.19
4,ANT,6,STAY OUT (TIRES FRESH),3.01,Yes,0.19
4,NOR,7,STAY OUT (TIRES FRESH),3.54,Yes,0.19
4,OCO,8,STAY OUT (TIRES FRESH),19.78,Yes,0.19
4,GAS,9,STAY OUT (TIRES FRESH),19.69,Yes,0.19
4,BOR,10,STAY OUT (TIRES FRESH),20.9,No,0.19
4,BEA,11,STAY OUT (TIRES FRESH),19.67,Yes,0.19
4,ALO,12,STAY OUT (TIRES FRESH),15.33,Yes,0.19
4,VER,13,STAY OUT (TIRES FRESH),15.75,Yes,0.19
4,ALB,14,STAY OUT (TIRES FRESH),19.28,Yes,0.19
4,SAI,15,STAY OUT (TIRES FRESH),14.95,Yes,0.19
4,COL,16,STAY OUT (TIRES FRESH),15.59,Yes,0.19
4,LAW,17,STAY OUT (TIRES FRESH),19.67,Yes,0.19
4,PER,18,STAY OUT (TIRES FRESH),19.64,Yes,0.19
4,BOT,19,STAY OUT (TIRES FRESH),15.33,Yes,0.19
4,STR,20,STAY OUT (TIRES FRESH),20.86,No,0.19
5,LEC,1,STAY OUT (TIRES FRESH),2.62,No,0.22
5,RUS,2,STAY OUT (TIRES FRESH),18.67,Yes,0.22
5,HAM,3,STAY OUT (TIRES FRESH),2.84,Yes,0.22
5,HAD,4,STAY OUT (TIRES FRESH),18.78,Yes,0.22
5,ANT,5,STAY OUT (TIRES FRESH),2.16,Yes,0.22
5,LIN,6,STAY OUT (TIRES FRESH),18.75,Yes,0.22
5,NOR,7,STAY OUT (TIRES FRESH),2.41,Yes,0.22
5,OCO,8,STAY OUT (TIRES FRESH),18.76,Yes,0.22
5,GAS,9,STAY OUT (TIRES FRESH),18.89,Yes,0.22
5,BOR,10,STAY OUT (TIRES FRESH),18.63,Yes,0.22
5,BEA,11,STAY OUT (TIRES FRESH),18.51,Yes,0.22
5,VER,12,STAY OUT (TIRES FRESH),14.75,Yes,0.22
5,ALB,13,STAY OUT (TIRES FRESH),18.74,Yes,0.22
5,ALO,14,STAY OUT (TIRES FRESH),14.35,Yes,0.22
5,SAI,15,STAY OUT (TIRES FRESH),14.95,No,0.22
5,COL,16,STAY OUT (TIRES FRESH),14.19,Yes,0.22
5,LAW,17,STAY OUT (TIRES FRESH),18.65,Yes,0.22
5,PER,18,STAY OUT (TIRES FRESH),18.34,Yes,0.22
5,BOT,19,STAY OUT (TIRES FRESH),13.98,Yes,0.22
5,STR,20,STAY OUT (TIRES FRESH),18.35,Yes,0.22
6,LEC,1,STAY OUT (TIRES FRESH),2.62,No,0.31
6,RUS,2,STAY OUT (TIRES FRESH),18.09,Yes,0.31
6,HAM,3,STAY OUT (TIRES FRESH),2.11,Yes,0.31
6,ANT,4,STAY OUT (TIRES FRESH),1.3,Yes,0.31
6,HAD,5,STAY OUT (TIRES FRESH),17.86,Yes,0.31
6,LIN,6,STAY OUT (TIRES FRESH),18.07,Yes,0.31
6,NOR,7,STAY OUT (TIRES FRESH),1.71,Yes,0.31
6,OCO,8,STAY OUT (TIRES FRESH),17.84,Yes,0.31
6,GAS,9,STAY OUT (TIRES FRESH),17.87,Yes,0.31
6,BEA,10,STAY OUT (TIRES FRESH),17.95,Yes,0.31
6,VER,11,STAY OUT (TIRES FRESH),14.18,Yes,0.31
6,BOR,12,STAY OUT (TIRES FRESH),18.17,Yes,0.31
6,ALB,13,STAY OUT (TIRES FRESH),17.75,Yes,0.31
6,SAI,14,STAY OUT (TIRES FRESH),14.02,Yes,0.31
6,COL,15,STAY OUT (TIRES FRESH),13.28,Yes,0.31
6,ALO,16,STAY OUT (TIRES FRESH),13.95,Yes,0.31
6,LAW,17,STAY OUT (TIRES FRESH),17.86,Yes,0.31
6,PER,18,STAY OUT (TIRES FRESH),17.77,Yes,0.31
6,BOT,19,STAY OUT (TIRES FRESH),13.22,Yes,0.31
6,STR,20,STAY OUT (TIRES FRESH),18.18,Yes,0.31
7,LEC,1,STAY OUT (TIRES FRESH),0.11,Yes,0.25
7,RUS,2,STAY OUT (TIRES FRESH),17.42,Yes,0.25
7,HAM,3,STAY OUT (TIRES FRESH),1.56,Yes,0.25
7,ANT,4,STAY OUT (TIRES FRESH),0.84,Yes,0.25
7,HAD,5,STAY OUT (TIRES FRESH),17.4,Yes,0.25
7,LIN,6,STAY OUT (TIRES FRESH),17.43,Yes,0.25
7,NOR,7,STAY OUT (TIRES FRESH),1.24,Yes,0.25
7,OCO,8,STAY OUT (TIRES FRESH),17.84,No,0.25
7,GAS,9,STAY OUT (TIRES FRESH),17.87,No,0.25
7,BEA,10,STAY OUT (TIRES FRESH),17.53,Yes,0.25
7,VER,11,STAY OUT (TIRES FRESH),13.47,Yes,0.25
7,BOR,12,STAY OUT (TIRES FRESH),17.28,Yes,0.25
7,ALB,13,STAY OUT (TIRES FRESH),17.75,No,0.25
7,SAI,14,STAY OUT (TIRES FRESH),13.51,Yes,0.25
7,COL,15,STAY OUT (TIRES FRESH),12.25,Yes,0.25
7,LAW,16,STAY OUT (TIRES FRESH),17.56,Yes,0.25
7,ALO,17,STAY OUT (TIRES FRESH),13.68,Yes,0.25
7,PER,18,STAY OUT (TIRES FRESH),17.32,Yes,0.25
7,BOT,19,STAY OUT (TIRES FRESH),12.17,Yes,0.25
7,STR,20,STAY OUT (TIRES FRESH),17.49,Yes,0.25
8,LEC,1,PIT → HARD,0.19,Yes,0.35
8,RUS,2,STAY OUT (TIRES FRESH),16.95,Yes,0.35
8,HAM,3,STAY OUT (TIRES FRESH),1.28,Yes,0.35
8,ANT,4,STAY OUT (TIRES FRESH),0.52,Yes,0.35
8,HAD,5,STAY OUT (TIRES FRESH),17.01,Yes,0.35
8,LIN,6,STAY OUT (TIRES FRESH),17.43,No,0.35
8,NOR,7,STAY OUT (TIRES FRESH),0.69,Yes,0.35
8,OCO,8,STAY OUT (TIRES FRESH),17.04,Yes,0.35
8,GAS,9,STAY OUT (TIRES FRESH),16.96,Yes,0.35
8,VER,10,STAY OUT (TIRES FRESH),12.68,Yes,0.35
8,BEA,11,STAY OUT (TIRES FRESH),17.12,Yes,0.35
8,BOR,12,STAY OUT (TIRES FRESH),17.28,No,0.35
8,ALB,13,STAY OUT (TIRES FRESH),17.75,No,0.35
8,SAI,14,STAY OUT (TIRES FRESH),14.11,Yes,0.35
8,COL,15,STAY OUT (TIRES FRESH),11.6,Yes,0.35
8,LAW,16,STAY OUT (TIRES FRESH),17.07,Yes,0.35
8,ALO,17,STAY OUT (TIRES FRESH),14.24,Yes,0.35
8,PER,18,STAY OUT (TIRES FRESH),16.92,Yes,0.35
8,BOT,19,STAY OUT (TIRES FRESH),11.5,Yes,0.35
8,STR,20,STAY OUT (TIRES FRESH),17.04,Yes,0.35
9,LEC,1,PIT → HARD,0.26,Yes,0.3
9,RUS,2,STAY OUT (TIRES FRESH),16.48,Yes,0.3
9,HAM,3,STAY OUT (TIRES FRESH),1.17,Yes,0.3
9,ANT,4,STAY OUT (TIRES FRESH),0.38,Yes,0.3
9,HAD,5,STAY OUT (TIRES FRESH),16.54,Yes,0.3
9,LIN,6,STAY OUT (TIRES FRESH),16.59,Yes,0.3
9,NOR,7,STAY OUT (TIRES FRESH),0.59,Yes,0.3
9,OCO,8,STAY OUT (TIRES FRESH),17.04,No,0.3
9,GAS,9,STAY OUT (TIRES FRESH),16.38,Yes,0.3
9,VER,10,STAY OUT (TIRES FRESH),12.32,Yes,0.3
9,BEA,11,STAY OUT (TIRES FRESH),16.45,Yes,0.3
9,BOR,12,STAY OUT (TIRES FRESH),16.93,Yes,0.3
9,ALB,13,STAY OUT (TIRES FRESH),16.27,Yes,0.3
9,SAI,14,STAY OUT (TIRES FRESH),13.88,Yes,0.3
9,LAW,15,STAY OUT (TIRES FRESH),16.52,Yes,0.3
9,ALO,16,STAY OUT (TIRES FRESH),13.95,Yes,0.3
9,PER,17,STAY OUT (TIRES FRESH),16.78,Yes,0.3
9,BOT,18,STAY OUT (TIRES FRESH),10.62,Yes,0.3
9,STR,19,STAY OUT (TIRES FRESH),16.49,Yes,0.3
9,COL,20,STAY OUT (TIRES FRESH),11.14,Yes,0.3
10,LEC,1,PIT → HARD,0.26,No,0.24
10,RUS,2,STAY OUT (TIRES FRESH),16.48,No,0.24
10,HAM,3,STAY OUT (TIRES FRESH),1.39,Yes,0.24
10,ANT,4,STAY OUT (TIRES FRESH),0.54,Yes,0.24
10,HAD,5,STAY OUT (TIRES FRESH),16.03,Yes,0.24
10,LIN,6,STAY OUT (TIRES FRESH),15.92,Yes,0.24
10,NOR,7,STAY OUT (TIRES FRESH),0.58,Yes,0.24
10,OCO,8,STAY OUT (TIRES FRESH),16.02,Yes,0.24
10,VER,9,STAY OUT (TIRES FRESH),12.21,Yes,0.24
10,GAS,10,STAY OUT (TIRES FRESH),15.99,Yes,0.24
10,BEA,11,STAY OUT (TIRES FRESH),15.96,Yes,0.24
10,BOR,12,STAY OUT (TIRES FRESH),15.95,Yes,0.24
10,ALB,13,STAY OUT (TIRES FRESH),15.98,Yes,0.24
10,SAI,14,STAY OUT (TIRES FRESH),14.33,Yes,0.24
10,LAW,15,STAY OUT (TIRES FRESH),16.23,Yes,0.24
10,ALO,16,STAY OUT (TIRES FRESH),13.86,Yes,0.24
10,PER,17,STAY OUT (TIRES FRESH),16.78,No,0.24
10,BOT,18,STAY OUT (TIRES FRESH),10.62,No,0.24
10,STR,19,STAY OUT (TIRES FRESH),16.71,Yes,0.24
10,COL,20,STAY OUT (TIRES FRESH),9.82,Yes,0.24
11,LEC,1,PIT → HARD,11.62,Yes,0.33
11,RUS,2,STAY OUT (TIRES FRESH),5.36,Yes,0.33
11,HAM,3,PIT → HARD,10.93,Yes,0.33
11,ANT,4,PIT → HARD,11.51,Yes,0.33
11,LIN,5,STAY OUT (TIRES FRESH),5.29,Yes,0.33
11,VER,6,PIT → HARD,0.49,Yes,0.33
11,BEA,7,STAY OUT (TIRES FRESH),5.38,Yes,0.33
11,BOR,8,STAY OUT (TIRES FRESH),5.29,Yes,0.33
11,NOR,9,PIT → HARD,11.14,Yes,0.33
11,ALB,10,STAY OUT (TIRES FRESH),5.31,Yes,0.33
11,OCO,11,STAY OUT (TIRES FRESH),5.33,Yes,0.33
11,GAS,12,STAY OUT (TIRES FRESH),5.18,Yes,0.33
11,SAI,13,STAY OUT (TIRES FRESH),4.08,Yes,0.33
11,PER,14,STAY OUT (TIRES FRESH),5.23,Yes,0.33
11,BOT,15,PIT → HARD,0.7,Yes,0.33
11,LAW,16,STAY OUT (TIRES FRESH),5.57,Yes,0.33
11,ALO,17,STAY OUT (TIRES FRESH),4.36,Yes,0.33
11,HAD,18,STAY OUT (TIRES FRESH),5.64,Yes,0.33
11,COL,19,PIT → HARD,0.96,Yes,0.33
11,STR,20,STAY OUT (TIRES FRESH),5.15,Yes,0.33
12,LEC,1,PIT → HARD,15.19,Yes,0.28
12,HAM,2,PIT → HARD,14.03,Yes,0.28
12,RUS,3,STAY OUT (TIRES FRESH),2.12,Yes,0.28
12,LIN,4,STAY OUT (TIRES FRESH),2.07,Yes,0.28
12,ANT,5,PIT → HARD,14.85,Yes,0.28
12,VER,6,PIT → HARD,4.16,Yes,0.28
12,BEA,7,STAY OUT (TIRES FRESH),1.98,Yes,0.28
12,BOR,8,STAY OUT (TIRES FRESH),2.01,Yes,0.28
12,NOR,9,STAY OUT (TIRES FRESH),18.15,Yes,0.28
12,OCO,10,STAY OUT (TIRES FRESH),17.86,Yes,0.28
12,GAS,11,STAY OUT (TIRES FRESH),17.85,Yes,0.28
12,ALB,12,STAY OUT (TIRES FRESH),2.15,Yes,0.28
12,SAI,13,STAY OUT (TIRES FRESH),17.8,Yes,0.28
12,PER,14,STAY OUT (TIRES FRESH),1.93,Yes,0.28
12,LAW,15,STAY OUT (TIRES FRESH),17.9,Yes,0.28
12,ALO,16,STAY OUT (TIRES FRESH),7.77,Yes,0.28
12,COL,17,PIT → HARD,3.96,Yes,0.28
12,STR,18,STAY OUT (TIRES FRESH),17.79,Yes,0.28
12,BOT,19,PIT → HARD,4.7,Yes,0.28
13,LEC,1,PIT → HARD,17.79,Yes,0.26
13,HAM,2,PIT → HARD,16.54,Yes,0.26
13,RUS,3,STAY OUT (TIRES FRESH),18.39,Yes,0.26
13,LIN,4,PIT → HARD,0.45,Yes,0.26
13,ANT,5,STAY OUT (TIRES FRESH),18.73,Yes,0.26
13,VER,6,PIT → HARD,6.92,Yes,0.26
13,BEA,7,PIT → HARD,0.58,Yes,0.26
13,BOR,8,PIT → HARD,0.43,Yes,0.26
13,NOR,9,STAY OUT (TIRES FRESH),14.68,Yes,0.26
13,OCO,10,STAY OUT (TIRES FRESH),14.65,Yes,0.26
13,GAS,11,STAY OUT (TIRES FRESH),14.49,Yes,0.26
13,ALB,12,STAY OUT (TIRES FRESH),18.81,Yes,0.26
13,SAI,13,STAY OUT (TIRES FRESH),14.55,Yes,0.26
13,PER,14,PIT → HARD,0.27,Yes,0.26
13,LAW,15,STAY OUT (TIRES FRESH),14.39,Yes,0.26
13,COL,16,PIT → HARD,8.06,Yes,0.26
13,STR,17,STAY OUT (TIRES FRESH),14.61,Yes,0.26
13,BOT,18,PIT → HARD,8.11,Yes,0.26
